type,entry,exit,profit_pct,qty,confidence
TP3,3296.33,3527.0731,7.000000000000004,0.196,0.6280485851654901
TP1,3598.81,3706.7743,3.0000000000000027,0.3,0.777572578498179
SELL,3598.81,3707.0,3.0062715175294072,0.7,0.777572578498179
TP1,3612.17,3720.5351,2.9999999999999996,0.3,0.6970578597904541
TP2,3612.17,3792.7785000000003,5.000000000000007,0.21,0.691112007944786
TP3,3612.17,3865.0219,7.0000000000000036,0.196,0.7669023889637541
SL,3888.0,3785.2,-2.644032921810704,1.0,0.7659350153379766
TP1,3907.01,4024.2203000000004,3.000000000000005,0.3,0.48259089799617877
SELL,3907.01,4012.2,2.6923401782949004,0.7,0.7050379351390438
SL,3712.0,3567.75,-3.88604525862069,1.0,0.695463096420287
TP1,3716.84,3828.3452,3.0000000000000018,0.3,0.625147223338488
